"species_code","date_added_on","tag_count"
"LISP","2022-10-16","1"
"EABL","2024-04-26","1"
"MGWA","2024-02-19","1"
"VEER","2025-02-04","1"
"MAWA","2020-12-10","1"
"COLO","2024-09-20","1"
"RUGR","2018-09-27","1"
"WIWA","2021-10-29","1"
"WISN","2021-01-29","1"
"AMAV","2018-12-04","1"
"TEWA","2023-11-04","1"
"TRUS","2025-01-13","1"
"BOBO","2024-08-07","1"
"CEDW","2023-12-23","1"
"RUGR","2020-07-29","1"
"BHVI","2020-04-02","1"
"COLO","2020-09-19","1"
"COYE","2025-02-10","1"
"PHVI","2023-01-14","1"
"BHVI","2021-10-16","1"
"LEYE","2023-10-24","1"
"WETA","2022-04-12","1"
"NOWA","2020-05-21","1"
"LEFL","2018-11-14","1"
"OSFL","2020-04-22","1"
"LEOW","2023-12-21","1"
"MAGO","2024-01-02","1"
"AMCO","2018-12-02","1"
"GRYE","2024-09-10","1"
"SAVS","2018-10-29","1"
"PUMA","2023-03-06","1"
"WETA","2024-11-29","1"
"BLJA","2019-12-16","1"
"AMRE","2024-03-03","1"
"CORA","2019-12-21","1"
"USHU","2024-01-05","1"
"BRTH","2025-01-02","1"
"COGR","2024-03-17","1"
"INBU","2023-12-05","1"
"RBNU","2021-09-27","1"
"BCCH","2022-02-13","1"
"VIRA","2021-10-12","1"
"BLPW","2021-01-12","1"
"PIGR","2022-07-26","1"
"GWTE","2023-12-26","1"
"BRCR","2025-01-19","1"
"AMCO","2020-04-10","1"
"EUST","2020-05-24","1"
"HOSP","2022-12-20","1"
"SPGR","2024-11-09","1"
"SOSA","2024-11-05","1"
"EAPH","2022-01-10","1"
"WWCR","2023-12-26","1"
"TRES","2020-01-27","1"
"TOWA","2021-11-23","1"
"KILL","2022-11-11","1"
"FOSP","2019-01-19","1"
"SMLO","2024-02-06","1"
"LEYE","2022-12-25","1"
"CANG","2021-04-03","1"
"MAWA","2019-01-18","1"
"SORA","2020-05-15","1"
"CHSP","2023-06-23","1"
"SOSP","2022-12-14","1"
"BRCR","2023-10-26","1"
"AMCR","2020-07-11","1"
"PBGR","2022-09-10","1"
"NOFL","2022-12-06","1"
"BHCO","2024-10-16","1"
"MYWA","2021-03-01","1"
"PISI","2021-03-20","1"
"BRBL","2020-12-14","1"
"RBGU","2025-01-15","1"
"AMBI","2022-03-07","1"
"NOFL","2020-01-03","1"
"BLBW","2022-09-29","1"
"CMWA","2023-05-04","1"
"LESA","2023-11-13","1"
"BCCH","2024-08-09","1"
"CEDW","2024-01-07","1"
"NSWO","2022-01-13","1"
"DOWO","2023-10-17","1"
"EAKI","2023-01-02","1"
"RWBL","2022-02-13","1"
"YEWA","2022-10-15","1"
"SPSA","2020-03-18","1"
"WILL","2019-02-11","1"
"CORA","2020-01-14","1"
"NSHO","2020-04-10","1"
"FRGU","2023-08-28","1"
"SOSA","2023-04-23","1"
"AMCO","2020-07-15","1"
"BHVI","2021-11-15","1"
"MOCH","2022-03-25","1"
"MOWA","2023-11-13","1"
"RBGR","2023-12-24","1"
"FOSP","2022-09-05","1"
"RECR","2024-12-19","1"
"CANG","2020-09-21","1"
"NESP","2024-10-11","1"
"CCSP","2024-07-30","1"
"CAWA","2024-03-31","1"
"YBSA","2023-08-10","1"
"COLO","2019-01-13","1"
"OSFL","2021-01-27","1"
"CEDW","2023-04-28","1"
"WCSP","2022-05-28","1"
"AMWI","2019-02-04","1"
"AMRE","2022-03-19","1"
"LEFL","2018-10-07","1"
"WAVI","2024-11-14","1"
"BOCH","2019-03-03","1"
"VEER","2023-05-14","1"
"WEFL","2024-10-11","1"
"SPSA","2022-06-28","1"
"WEWP","2020-05-08","1"
"RCKI","2019-01-25","1"
"COLO","2021-07-28","1"
"HAWO","2023-10-14","1"
"SOSA","2020-03-02","1"
"GADW","2020-03-17","1"
"ATTW","2024-02-24","1"
"GADW","2020-03-08","1"
"RUBL","2023-11-26","1"
"BBMA","2020-04-24","1"
"SORA","2021-11-13","1"
"BWHA","2023-12-21","1"
"GCFL","2024-08-21","1"
"RNGR","2023-08-14","1"
"OSFL","2024-10-04","1"
"KILL","2022-12-06","1"
"VGSW","2024-04-12","1"
"CEDW","2023-09-25","1"
"PSFL","2022-01-08","1"
"TEWA","2021-03-16","1"
"GRSP","2023-10-21","1"
"GCFL","2022-11-22","1"
"NOFL","2018-10-06","1"
"RBWO","2024-11-28","1"
"BOBO","2023-10-20","1"
"MALL","2019-02-02","1"
"PHVI","2022-03-30","1"
"EAGR","2019-01-17","1"
"CSWA","2023-02-19","1"
"DOWO","2022-12-23","1"
"NOFL","2024-11-09","1"
"BBCU","2024-12-15","1"
"HETH","2021-03-12","1"
"SEWR","2023-05-06","1"
"CONI","2021-03-03","1"
"HETH","2020-12-08","1"
"AMRO","2018-12-30","1"
"RCKI","2019-01-31","1"
"CAVI","2024-02-28","1"
"YBSA","2020-02-18","1"
"HETH","2018-11-05","1"
"HETH","2022-10-21","1"
"SPSA","2022-08-28","1"
"CHSP","2025-01-29","1"
"RECR","2021-12-28","1"
"REDP","2023-11-06","1"
"BAEA","2023-01-25","1"
"RBNU","2023-09-10","1"
"BLPW","2023-11-02","1"
"BBWA","2024-08-09","1"
"WETA","2023-01-01","1"
"BEKI","2022-11-16","1"
"BBCU","2022-10-04","1"
"CAJA","2022-05-13","1"
"BTNW","2024-02-01","1"
"DOWO","2021-02-21","1"
"BBWO","2022-10-18","1"
"ATTW","2022-01-30","1"
"TRUS","2019-01-15","1"
"WEWP","2022-03-23","1"
"BAWW","2020-05-24","1"
"GGOW","2024-03-02","1"
"EWPW","2022-03-05","1"
"ATTW","2024-11-21","1"
"PIWO","2020-11-12","1"
"COGR","2024-10-17","1"
"AMBI","2024-10-13","1"
"NHOW","2024-11-21","1"
"GRAJ","2019-12-04","1"
"CEDW","2023-06-30","1"
"DEJU","2020-11-18","1"
"FOSP","2023-06-02","1"
"EAKI","2020-05-02","1"
"OSFL","2020-03-13","1"
"RUGR","2024-10-23","1"
"BHVI","2022-10-22","1"
"BAIS","2020-08-12","1"
"HAWO","2022-03-16","1"
"BBMA","2023-06-27","1"
"VESP","2018-11-30","1"
"WISN","2022-11-06","1"
"WWCR","2024-09-14","1"
"RCKI","2024-07-25","1"
"CCSP","2022-10-07","1"
"BTNW","2023-03-18","1"
"RUBL","2018-12-28","1"
"GRYE","2021-10-19","1"
"DCCO","2024-02-09","1"
"BLJA","2021-12-10","1"
"PUFI","2021-06-16","1"
"NOWA","2021-12-29","1"
"EAKI","2024-02-02","1"
"AMWI","2018-09-27","1"
"STGR","2020-03-24","1"
"COGO","2023-01-15","1"
"AMGP","2023-10-30","1"
"BRSP","2023-01-16","1"
"RBGU","2023-10-04","1"
"GRCA","2020-11-08","1"
"BBWA","2024-02-09","1"
"AMRE","2019-01-24","1"
"BOGU","2023-12-24","1"
"BAOR","2020-03-26","1"
"PBGR","2023-11-09","1"
"MOWA","2023-09-17","1"
"EUST","2022-02-25","1"
"PUFI","2023-01-19","1"
"SPGR","2021-10-06","1"
"EUST","2024-12-29","1"
"PISI","2021-11-26","1"
"SOSP","2020-01-09","1"
"CANG","2019-10-22","1"
"SORA","2021-05-20","1"
"PAWA","2022-03-17","1"
"EAKI","2022-11-24","1"
"RBNU","2020-10-25","1"
"GRSP","2021-08-26","1"
"BHVI","2021-10-05","1"
"MAWA","2020-02-01","1"
"MGWA","2022-11-21","1"
"COGR","2022-11-05","1"
"AMRE","2024-08-20","1"
"BLBW","2023-11-22","1"
"BHCO","2018-12-07","1"
"BLTE","2021-02-21","1"
"COME","2024-01-23","1"
"LISP","2023-10-17","1"
"BBMA","2024-12-12","1"
"CAVI","2024-02-11","1"
"WCSP","2021-01-22","1"
"PIWO","2024-08-02","1"
"COGO","2019-03-03","1"
"MEGU","2020-12-31","1"
"SEWR","2024-07-31","1"
"MGWA","2023-09-01","1"
"CONW","2021-09-27","1"
"CACG","2019-03-15","1"
"CONW","2024-07-07","1"
"RNGR","2023-02-27","1"
"BOGU","2022-12-30","1"
"PAWA","2021-02-21","1"
"BHGR","2024-02-11","1"
"SPSA","2022-01-31","1"
"NSHR","2023-11-22","1"
"NOWA","2021-02-19","1"
"TOWA","2022-12-26","1"
"NOPI","2022-10-27","1"
"BHCO","2023-10-28","1"
"AMBI","2020-12-30","1"
"WBNU","2024-02-09","1"
"EAKI","2021-11-02","1"
"EABL","2022-03-08","1"
"COGR","2019-01-21","1"
"REVI","2020-01-02","1"
"BBWA","2023-03-09","1"
"BAOR","2024-03-17","1"
"EAWP","2023-05-21","1"
"AMBI","2024-08-07","1"
"VATH","2022-05-17","1"
"BTBW","2024-01-28","1"
"SOSA","2024-07-05","1"
"BLJA","2020-02-17","1"
"BRTH","2024-04-14","1"
"OCWA","2023-09-12","1"
"AMCR","2022-11-26","1"
"BBCU","2024-12-28","1"
"GRSP","2020-04-07","1"
"PHVI","2020-04-05","1"
"NSHO","2022-02-12","1"
"PBGR","2018-11-23","1"
"RCKI","2019-12-08","1"
"OSFL","2020-01-24","1"
"CAJA","2024-10-28","1"
"FOSP","2022-09-29","1"
"OVEN","2020-02-19","1"
"FRGU","2019-03-03","1"
"CARW","2023-03-22","1"
"VATH","2022-04-08","1"
"SACR","2024-08-07","1"
"BEKI","2019-12-10","1"
"SPSA","2022-05-25","1"
"RNGR","2024-02-23","1"
"RBME","2024-04-27","1"
"GGOW","2024-11-19","1"
"BRCR","2024-10-02","1"
"CLNU","2022-03-31","1"
"AMCR","2024-08-17","1"
"GRYE","2024-09-24","1"
"AMBI","2024-01-13","1"
"EAKI","2024-11-06","1"
"FOSP","2024-05-13","1"
"CORA","2020-01-02","1"
"NOFL","2020-07-09","1"
"HETH","2020-09-24","1"
"LEFL","2023-01-07","1"
"PBGR","2021-12-24","1"
"MALL","2020-11-17","1"
"TOSO","2021-12-10","1"
"GWTE","2020-02-02","1"
"BUFF","2024-03-27","1"
"CORA","2023-03-29","1"
"OCWA","2020-05-06","1"
"GBBG","2022-03-31","1"
"CORA","2023-03-18","1"
"CONI","2023-08-01","1"
"CONI","2021-03-04","1"
"HERG","2024-03-05","1"
"SNBU","2024-01-15","1"
"COME","2024-01-29","1"
"RWBL","2022-02-17","1"
"DUGR","2024-10-31","1"
"SORA","2024-09-19","1"
"LEFL","2024-05-01","1"
"MODO","2020-04-08","1"
"YBFL","2020-07-02","1"
"PAWA","2020-03-28","1"
"MAWA","2023-03-12","1"
"RBGR","2019-12-02","1"
"LEYE","2022-09-03","1"
"AMRO","2018-11-28","1"
"MAWR","2021-06-26","1"
"CAWA","2021-04-29","1"
"EAKI","2018-09-30","1"
"VESP","2020-12-07","1"
"PIWO","2023-05-20","1"
"BLTE","2023-01-12","1"
"BWTE","2023-09-22","1"
"GRHE","2023-11-16","1"
"WITU","2024-02-04","1"
"AMPI","2018-12-31","1"
"SPGR","2024-11-11","1"
"CONW","2020-03-05","1"
"SWSP","2021-03-30","1"
"EAME","2022-11-11","1"
"CORA","2023-07-25","1"
"CSWA","2023-08-13","1"
"BOOW","2020-03-31","1"
"CHSP","2020-06-09","1"
"WEWP","2022-11-10","1"
"AMRO","2025-03-19","1"
"OCWA","2023-04-13","1"
"MALL","2022-03-21","1"
"MAWA","2022-07-11","1"
"WISN","2019-10-23","1"
"WBNU","2021-02-26","1"
"BLPW","2018-09-21","1"
"NOHA","2024-01-13","1"
"OCWA","2019-04-02","1"
"BOOW","2022-02-28","1"
"SOSP","2024-07-30","1"
"GBHE","2022-12-28","1"
"EAKI","2024-02-22","1"
"BAEA","2023-09-28","1"
"BRTH","2022-11-17","1"
"CANG","2019-11-26","1"
"SPTO","2022-03-04","1"
"YRWA","2023-05-28","1"
"PAWA","2023-11-05","1"
"BAWW","2023-04-27","1"
"NOWA","2023-07-02","1"
"YBFL","2018-11-07","1"
"NOFL","2024-09-21","1"
"CCSP","2023-08-13","1"
"KILL","2024-03-26","1"
"RECR","2023-08-19","1"
"FOSP","2020-04-28","1"
"COGO","2023-02-08","1"
"AMCR","2018-09-27","1"
"REDP","2022-03-11","1"
"BBWO","2022-12-09","1"
"SOSA","2024-02-06","1"
"MALL","2022-09-19","1"
"GRCA","2020-06-08","1"
"HAWO","2024-10-23","1"
"COGR","2022-12-26","1"
"LCSP","2022-10-27","1"
"SPGR","2023-12-16","1"
"BLJA","2024-03-10","1"
"CSWA","2023-10-05","1"
"UPSA","2023-01-30","1"
"PHVI","2022-03-16","1"
"PBGR","2024-05-16","1"
"PIWO","2022-12-23","1"
"TRES","2019-10-17","1"
"MODO","2022-11-27","1"
"SPGR","2022-12-25","1"
"PBGR","2020-04-19","1"
"COGR","2018-12-18","1"
"YRWA","2020-04-25","1"
"BAWW","2022-10-25","1"
"RBNU","2018-12-21","1"
"BRBL","2024-03-20","1"
"BBWO","2023-08-20","1"
"WIWA","2022-01-03","1"
"AMGO","2024-10-03","1"
"DEJU","2024-09-01","1"
"FRGU","2019-01-14","1"
"BOCH","2021-02-25","1"
"BOGU","2023-06-23","1"
"BBCU","2022-12-15","1"
"NSHR","2024-11-27","1"
"BOWA","2020-01-22","1"
"CHSP","2022-09-11","1"
"LBCU","2020-07-24","1"
"PAWA","2021-02-03","1"
"LCSP","2020-06-01","1"
"TRUS","2020-12-27","1"
"WIWA","2024-07-16","1"
"BBMA","2022-10-11","1"
"REVI","2022-12-06","1"
"BRCR","2021-11-04","1"
"BAOR","2022-11-21","1"
"MALL","2022-11-05","1"
"VATH","2020-03-29","1"
"RUGR","2021-04-19","1"
"OCWA","2019-03-30","1"
"AMRE","2020-10-19","1"
"ALFL","2018-12-04","1"
"MODO","2018-12-29","1"
"WEKI","2020-05-26","1"
"GCKI","2023-12-23","1"
"WIWA","2025-01-18","1"
"BOGU","2024-02-28","1"
"LISP","2021-12-26","1"
"INBU","2023-03-11","1"
"RUBL","2024-03-06","1"
"HOSP","2025-01-06","1"
"MAWR","2023-11-27","1"
"VATH","2024-02-22","1"
"CONW","2022-04-04","1"
"CMWA","2024-10-31","1"
"ATTW","2024-02-08","1"
"SOSP","2024-02-22","1"
"RPVI","2023-10-22","1"
"WIWR","2020-05-31","1"
"LEFL","2024-05-15","1"
"WWCR","2019-12-17","1"
"MODO","2020-10-07","1"
"PAWA","2024-12-19","1"
"HAWO","2021-10-25","1"
"RUGR","2024-09-23","1"
"PUFI","2022-01-28","1"
"BBWO","2024-11-11","1"
"BHVI","2022-11-28","1"
"CORA","2022-05-07","1"
"ALFL","2020-12-03","1"
"STJA","2024-04-15","1"
"SBDO","2022-11-29","1"
"RCKI","2024-09-09","1"
"SWTH","2020-02-20","1"
"RNSA","2023-02-15","1"
"VATH","2021-10-01","1"
"SEWR","2022-08-18","1"
"FRGU","2023-09-17","1"
"PHVI","2021-01-05","1"
"BBWO","2022-04-16","1"
"CMWA","2020-03-27","1"
"BHVI","2020-10-07","1"
"WIWA","2024-05-17","1"
"LEYE","2021-11-09","1"
"TRUS","2024-11-21","1"
"HAWO","2024-01-13","1"
"BLJA","2020-07-08","1"
"LISP","2022-10-31","1"
"RBGR","2019-12-24","1"
"WIPT","2020-04-27","1"
"BTBW","2023-01-27","1"
"RBNU","2021-02-02","1"
"RBNU","2022-06-13","1"
"MERL","2024-02-08","1"
"CANG","2024-06-24","1"
"YERA","2023-12-17","1"
"NHWR","2023-08-13","1"
"BRCR","2018-12-28","1"
"BOBO","2023-12-20","1"
"CCSP","2021-07-28","1"
"ATTW","2023-01-20","1"
"SORA","2022-02-21","1"
"YTVI","2023-10-27","1"
"SPSA","2022-06-29","1"
"OCWA","2025-02-04","1"
"BEKI","2024-04-15","1"
"BAOR","2022-12-22","1"
"NOFL","2021-11-20","1"
"HETH","2023-11-01","1"
"AMBI","2022-11-15","1"
"REVI","2022-04-14","1"
"WAVI","2023-01-30","1"
"GRAJ","2018-11-21","1"
"HAFL","2021-12-09","1"
"RBNU","2019-04-22","1"
"FOSP","2023-12-12","1"
"RUGR","2021-03-20","1"
"EAME","2021-12-30","1"
"BLTE","2022-10-14","1"
"MALL","2024-03-05","1"
"LEFL","2023-07-06","1"
"SOSP","2020-02-23","1"
"WEWP","2022-04-11","1"
"NAWA","2020-12-15","1"
"HERG","2024-11-23","1"
"GRYE","2023-11-23","1"
"SAVS","2023-03-09","1"
"YBSA","2021-02-21","1"
"BRCR","2023-11-15","1"
"SAVS","2024-09-23","1"
"BHVI","2022-02-11","1"
"BLJA","2019-12-13","1"
"COLO","2021-02-10","1"
"ALFL","2025-01-18","1"
"CHSP","2021-12-08","1"
"SCTA","2024-10-28","1"
"VIRA","2024-02-19","1"
"YRWA","2020-11-18","1"
"GWTE","2018-12-18","1"
"WTSP","2022-10-30","1"
"COGR","2023-02-24","1"
"ALFL","2022-05-02","1"
"BBMA","2022-10-21","1"
"TOWA","2024-10-24","1"
"SPPI","2018-09-23","1"
"WIWA","2024-04-13","1"
"CMWA","2023-05-27","1"
"RBGR","2023-08-22","1"
"SOSP","2023-04-18","1"
"RBNU","2021-06-01","1"
"HAFL","2022-04-22","1"
"BBMA","2018-09-28","1"
"BAIS","2024-02-21","1"
"BBWO","2020-02-18","1"
"KILL","2024-12-19","1"
"SPSA","2022-07-20","1"
"WIWR","2020-05-23","1"
"RUGR","2020-05-16","1"
"PISI","2021-09-18","1"
"RWBL","2024-04-19","1"
"PHVI","2023-02-27","1"
"AMRE","2023-03-25","1"
"PISI","2020-11-11","1"
"CONI","2023-11-22","1"
"SWSP","2024-05-09","1"
"BLPW","2023-12-10","1"
"BRCR","2023-03-29","1"
"COME","2023-01-19","1"
"MODO","2020-10-31","1"
"PIWO","2024-01-26","1"
"AMGO","2022-12-02","1"
"BOCH","2024-12-09","1"
"LCSP","2020-10-27","1"
"CONI","2024-09-14","1"
"PAWA","2022-04-19","1"
"PUFI","2021-03-19","1"
"BLJA","2023-03-04","1"
"CMWA","2021-03-06","1"
"INBU","2024-08-15","1"
"CONI","2018-10-09","1"
"YBSA","2020-10-04","1"
"BLTE","2021-08-30","1"
"WHCR","2020-04-20","1"
"EAPH","2019-03-07","1"
"WIWA","2020-11-06","1"
"CORA","2023-12-26","1"
"CHSP","2021-12-06","1"
"DUGR","2024-11-18","1"
"TRES","2024-02-22","1"
"WBNU","2023-11-11","1"
"BARS","2023-12-15","1"
"COGO","2024-01-23","1"
"GHOW","2020-01-26","1"
"NOCA","2024-12-03","1"
"BLJA","2020-05-08","1"
"WBNU","2023-12-20","1"
"PBGR","2023-10-27","1"
"RUGR","2023-01-15","1"
"BBWO","2021-10-20","1"
"BTNW","2020-12-30","1"
"WEME","2019-02-05","1"
"SPPI","2023-01-13","1"
"CEDW","2020-11-27","1"
"RTHA","2024-02-29","1"
"HASP","2020-01-09","1"
"AMCO","2021-01-21","1"
"CHSP","2020-12-09","1"
"BOCH","2019-01-31","1"
"RWBL","2021-12-13","1"
"CAJA","2023-12-03","1"
"AMRO","2023-07-18","1"
"RUGR","2024-02-14","1"
"PBGR","2021-03-16","1"
"LBCU","2019-03-07","1"
"ABDU","2024-01-13","1"
"CANG","2020-12-08","1"
"BHCO","2022-10-04","1"
"SORA","2019-01-01","1"
"BBWA","2024-11-19","1"
"WIWA","2025-01-22","1"
"LARB","2024-10-28","1"
"GCKI","2024-04-09","1"
"SAVS","2023-08-10","1"
"NOPA","2023-08-22","1"
"REVI","2020-09-16","1"
"BCCH","2019-03-25","1"
"KILL","2024-03-20","1"
"SORA","2024-03-18","1"
"GWTE","2018-12-17","1"
"BCCH","2021-11-05","1"
"TRES","2024-01-11","1"
"WIWR","2024-03-14","1"
"BEKI","2022-11-17","1"
"LEFL","2022-01-24","1"
"BOCH","2025-01-14","1"
"REVI","2019-11-11","1"
"AMCO","2020-05-17","1"
"BAGO","2023-09-12","1"
"ALFL","2024-10-12","1"
"TOWA","2021-09-07","1"
"CMWA","2024-05-01","1"
"NOWA","2023-10-28","1"
"PHVI","2023-11-02","1"
"BOCH","2024-01-26","1"
"BCCH","2024-09-13","1"
"HOLA","2021-09-22","1"
"BHVI","2019-12-19","1"
"BCCH","2018-12-06","1"
"CANG","2022-03-26","1"
"CAJA","2022-08-28","1"
"WISN","2023-08-25","1"
"COLO","2021-12-01","1"
"REDP","2022-12-23","1"
"CMWA","2022-03-16","1"
"WEWP","2020-05-29","1"
"AMRO","2020-04-25","1"
"RUHU","2022-05-22","1"
"RNEP","2024-01-31","1"
"COTE","2025-01-13","1"
"RUBL","2021-02-07","1"
"BBWO","2022-11-14","1"
"PIGR","2025-01-02","1"
"SWTH","2020-02-01","1"
"RECR","2021-08-08","1"
"BLBW","2023-03-13","1"
"ATTW","2018-09-19","1"
"BCCH","2025-01-14","1"
"AMWI","2024-02-24","1"
"NSHO","2021-09-30","1"
"CANG","2021-12-20","1"
"EAGR","2020-12-30","1"
"WIWA","2022-04-28","1"
"CONI","2021-10-18","1"
"MAWR","2023-03-09","1"
"BHCO","2022-12-03","1"
"YEWA","2021-09-29","1"
"RWBL","2023-07-31","1"
"YRWA","2022-07-19","1"
"CMWA","2020-04-16","1"
"BBMA","2022-10-29","1"
"RCKI","2019-03-13","1"
"BAIS","2024-01-05","1"
"RUGR","2024-10-26","1"
"OSFL","2023-11-19","1"
"PHVI","2021-04-29","1"
"NOFL","2023-06-09","1"
"UCRS","2023-02-18","1"
"CAWA","2024-03-06","1"
"YBFL","2020-03-18","1"
"SPSA","2024-02-29","1"
"BLTE","2020-04-17","1"
"BAIS","2024-02-24","1"
"BBWA","2019-12-17","1"
"PAWR","2020-12-02","1"
"COLO","2024-10-02","1"
"WBNU","2022-11-17","1"
"YHBL","2024-10-21","1"
"WWCR","2020-12-23","1"
"WISN","2018-12-12","1"
"MAWA","2025-03-21","1"
"HAFL","2023-02-07","1"
"PISI","2021-03-29","1"
"RUGR","2021-12-16","1"
"TEWA","2021-10-08","1"
"BLTE","2021-01-02","1"
"RNSA","2023-08-20","1"
"BUFF","2022-03-09","1"
"BOGU","2023-11-01","1"
"DEJU","2018-10-18","1"
"GCSP","2022-01-17","1"
"GRSP","2023-11-18","1"
"WEWP","2021-10-18","1"
"NOPA","2020-11-11","1"
"MOBL","2024-10-18","1"
"WWCR","2018-10-15","1"
"HOLA","2019-01-09","1"
"AMCR","2024-03-31","1"
"BLJA","2021-10-27","1"
"NAWA","2021-08-17","1"
"GGOW","2024-01-02","1"
"WETA","2020-02-28","1"
"EAPH","2018-11-23","1"
"AMCO","2023-05-06","1"
"ALFL","2022-08-30","1"
"RBGR","2023-05-26","1"
"WIWR","2020-06-13","1"
"PAWA","2020-11-28","1"
"BWHA","2023-10-22","1"
"PISI","2018-11-06","1"
"WBNU","2021-12-24","1"
"COYE","2021-12-01","1"
"RUGR","2018-12-29","1"
"MALL","2019-10-27","1"
"ALFL","2022-02-22","1"
"BLPW","2022-12-01","1"
"NRWS","2023-10-12","1"
"LISP","2021-08-20","1"
"SPPI","2019-02-05","1"
"LCSP","2021-02-12","1"
"RWBL","2021-03-03","1"
"EVGR","2024-09-30","1"
"WBNU","2022-11-14","1"
"MOWA","2020-11-09","1"
"BRCR","2025-01-04","1"
"FRGU","2019-03-04","1"
"BLPW","2022-11-27","1"
"EAKI","2024-03-23","1"
"AMGO","2021-02-02","1"
"TRES","2020-05-27","1"
"OSFL","2025-01-27","1"
"LEFL","2023-03-25","1"
"GHOW","2020-02-05","1"
"NAWA","2024-08-12","1"
"GBHE","2022-11-23","1"
"PISI","2019-11-28","1"
"HETH","2020-10-13","1"
"OCWA","2021-11-14","1"
"MALL","2020-04-15","1"
"RUGR","2022-03-27","1"
"YBSA","2022-11-27","1"
"OCWA","2020-12-12","1"
"VEER","2023-04-15","1"
"NOFL","2020-05-29","1"
"ALFL","2023-11-09","1"
"TOSO","2022-12-14","1"
"COLO","2020-03-08","1"
"RUGR","2022-06-14","1"
"AMRE","2021-02-19","1"
"CORA","2022-05-17","1"
"RBGR","2022-05-23","1"
"LISP","2021-06-23","1"
"AMRE","2024-09-02","1"
"CAJA","2022-05-07","1"
"WIWA","2023-03-27","1"
"DEJU","2023-11-01","1"
"RWBL","2018-12-13","1"
"NHWR","2023-10-28","1"
"WEWP","2019-02-11","1"
"TOWA","2024-10-23","1"
"CONI","2022-04-09","1"
"DEJU","2023-04-30","1"
"BAOR","2024-12-15","1"
"GRYE","2024-11-03","1"
"MAWA","2020-07-12","1"
"AMWI","2018-12-17","1"
"WIWA","2022-03-30","1"
"COGR","2025-03-02","1"
"HETH","2023-09-09","1"
"BLBW","2020-04-05","1"
"YHBL","2019-02-09","1"
"CHSP","2024-05-28","1"
"RBGR","2022-03-22","1"
"WTSP","2021-03-29","1"
"SPPI","2020-10-06","1"
"OCWA","2024-11-04","1"
"RUBL","2018-10-06","1"
"CMWA","2022-01-01","1"
"EUST","2023-09-04","1"
"SOSA","2021-10-27","1"
"PISI","2022-02-25","1"
"MOCH","2021-02-01","1"
"SOSP","2023-02-21","1"
"PIWO","2019-12-04","1"
"SORA","2018-12-15","1"
"BTNW","2020-09-23","1"
"PUFI","2024-10-13","1"
"BOOW","2024-11-25","1"
"WCSP","2021-12-23","1"
"MOWA","2024-07-25","1"
"LESA","2023-01-07","1"
"FISP","2024-02-13","1"
"FOTE","2023-11-16","1"
"LCSP","2022-11-28","1"
"YBFL","2019-03-01","1"
"WISN","2021-07-01","1"
"ALFL","2022-10-16","1"
"BRCR","2024-01-30","1"
"LCSP","2018-11-29","1"
"BANS","2024-10-31","1"
"NHOW","2021-05-05","1"
"WEME","2022-12-20","1"
"GRAJ","2018-12-16","1"
"WTSP","2020-11-12","1"
"WWCR","2018-10-01","1"
"NOWA","2024-04-22","1"
"WETA","2018-11-11","1"
"REDP","2022-10-15","1"
"BOWA","2023-01-27","1"
"BLJA","2023-07-23","1"
"NHWR","2022-03-06","1"
"SACR","2019-02-03","1"
"PIWO","2023-04-18","1"
"OSFL","2021-12-24","1"
"BLBW","2022-05-03","1"
"WWCR","2020-04-01","1"
"PIWO","2022-03-30","1"
"WISN","2019-02-23","1"
"SOSA","2023-04-13","1"
"COLO","2023-06-16","1"
"RNGR","2019-10-31","1"
"PIWO","2023-04-07","1"
"AMRE","2023-05-04","1"
"HAWO","2024-12-29","1"
"BHCO","2025-03-01","1"
"MAGO","2018-10-04","1"
"CONI","2024-10-07","1"
"ABDU","2023-10-10","1"
"WAVI","2021-03-28","1"
"DEJU","2022-12-04","1"
"MOCH","2023-01-08","1"
"EAPH","2023-11-03","1"
"BLJA","2020-03-01","1"
"WEME","2024-01-04","1"
"NOPA","2024-01-02","1"
"COYE","2019-01-04","1"
"PUFI","2022-01-13","1"
"YBFL","2023-06-26","1"
"BBWA","2024-11-29","1"
"LISP","2021-07-07","1"
"RNGR","2022-01-11","1"
"COLO","2024-04-11","1"
"PISI","2021-01-08","1"
"GCTH","2024-02-12","1"
"WTSP","2019-12-15","1"
"STGR","2023-02-11","1"
"SOSP","2019-02-11","1"
"OCWA","2022-05-20","1"
"MODO","2022-01-24","1"
"EABL","2024-12-16","1"
"EVGR","2019-01-31","1"
"RNGR","2022-03-19","1"
"NOWA","2023-09-01","1"
"SOSP","2022-06-08","1"
"PIWO","2025-03-27","1"
"CORA","2024-10-06","1"
"NRWS","2022-09-29","1"
"BHVI","2023-09-28","1"
"LEYE","2022-10-17","1"
"WCSP","2022-03-21","1"
"NHWR","2021-11-21","1"
"PISI","2018-08-22","1"
"MOWA","2022-09-27","1"
"GRYE","2023-12-03","1"
"PIGR","2022-07-21","1"
"PUFI","2018-11-25","1"
"VIRA","2025-03-13","1"
"RNGR","2022-10-14","1"
"RBNU","2019-12-22","1"
"BAOR","2020-02-26","1"
"BTBW","2023-04-22","1"
"MOCH","2022-04-07","1"
"YRWA","2022-08-09","1"
"AMRE","2022-01-20","1"
"BOGU","2018-11-28","1"
